customer_id,age,region,tenure_months,gender,email_opt_in,loyalty_points,loyalty_tier_encoded,total_orders,total_spent,avg_order_value,median_order_value,max_order_value,discount_rate_mean,pct_orders_discounted,recency_days,days_since_first_order,orders_last_3m,orders_last_1m,distinct_products,category_diversity,category_share_electronics,category_share_apparel,category_share_grocery,category_share_home,returns_count,returns_rate,complaint_count,satisfaction_score,email_open_rate,email_click_rate,website_sessions_3m,app_sessions_3m,avg_delivery_days,on_time_rate,future_3m_spend,churn_90d
4958,27,South,15,F,1,84,1,3,214.01,,64.37,122.46,0.561,0.658,72,462,4,3,5,2,0.133,0.17,0.357,0.34,2,0.667,1,7.28,0.536,0.177,3,1,3.35,0.8,43.01,0
4959,31,East,19,M,1,260,2,2,156.61,72.15,72.44,120.69,0.22,0.256,124,570,2,0,6,2,0.051,0.104,0.505,0.34,3,1.0,3,3.38,0.526,0.147,1,1,5.74,0.508,0.0,1
4960,34,North,1,M,1,55,1,1,88.98,88.5,80.1,130.68,0.245,0.212,116,30,1,0,1,1,0.338,0.182,0.262,0.218,3,1.0,0,6.85,0.395,0.125,2,0,3.51,0.817,3.54,0
4961,33,East,33,F,1,0,0,2,102.85,55.43,43.18,90.79,0.32,0.477,234,978,0,0,7,2,0.339,0.344,0.287,0.03,3,1.0,4,,0.155,0.0,3,2,4.68,0.544,,1
4962,63,East,23,F,1,0,0,0,0.0,56.91,59.28,123.92,0.255,0.283,161,676,0,0,2,1,0.325,0.451,0.137,0.087,1,1.0,0,6.29,0.37,0.0,0,0,1.76,0.725,0.0,1
4963,33,North,21,M,0,35,1,0,0.0,44.02,34.07,53.09,0.275,0.301,177,622,0,0,5,3,0.265,0.212,0.25,0.272,2,1.0,3,3.73,,,0,1,5.47,0.522,0.0,1
4964,35,North,21,M,1,82,2,3,129.92,46.41,38.2,117.05,0.463,0.551,150,623,1,0,3,2,0.475,0.075,0.24,0.209,2,0.667,2,5.02,0.535,0.178,2,0,2.86,0.619,0.0,0
4965,59,North,24,M,0,0,0,0,0.0,54.49,65.35,129.17,0.339,0.34,100,725,1,0,5,3,0.152,0.294,0.194,0.361,2,,2,5.47,,,1,5,4.48,0.593,0.0,0
4966,46,East,32,F,0,205,1,4,183.85,48.39,45.75,91.39,0.548,0.562,122,955,2,2,7,1,0.436,0.098,0.069,0.397,3,0.75,1,,,,4,4,3.92,0.704,20.59,1
4967,51,South,23,F,0,12,0,2,128.59,59.2,49.46,104.89,0.6,0.684,91,701,3,0,8,2,0.274,0.284,0.345,0.097,2,1.0,2,5.09,,,2,3,3.76,0.649,0.0,1
4968,29,North,8,M,1,0,1,2,131.02,61.7,54.53,77.98,0.228,0.343,144,230,0,0,7,1,0.39,0.309,0.167,0.133,1,0.5,1,,0.461,0.0,5,1,2.62,0.811,10.52,1
4969,33,East,31,F,1,128,1,0,0.0,42.7,45.79,102.79,0.572,0.609,112,927,1,1,7,1,0.424,0.103,0.206,0.266,0,0.0,0,8.91,0.516,0.153,1,2,3.71,0.71,46.33,0
4970,27,North,30,F,0,546,2,6,606.15,92.45,95.83,157.87,0.214,0.193,71,899,3,2,8,1,0.26,0.312,0.219,0.208,2,0.333,0,,,,0,1,3.29,0.822,141.84,1
4971,49,South,26,F,1,487,2,4,371.09,95.09,100.41,150.37,0.229,0.326,98,794,3,2,4,2,0.212,0.269,0.328,0.191,1,0.25,1,5.47,0.546,0.193,2,3,3.31,0.669,86.13,0
4972,54,East,37,F,1,0,0,1,68.52,67.59,74.03,82.8,0.563,0.495,157,1107,1,0,4,1,0.052,0.413,0.464,0.071,1,1.0,0,6.67,0.362,0.077,0,2,4.09,0.72,0.0,1
4973,32,East,24,M,1,209,1,0,0.0,47.51,50.18,55.32,0.352,0.426,40,731,3,1,5,1,0.383,0.312,0.215,0.091,0,0.0,0,7.78,0.67,0.313,4,4,1.94,0.784,38.92,1
4974,35,East,37,M,1,143,0,0,0.0,5.0,9.86,40.19,0.45,0.433,146,1120,0,0,8,1,0.119,0.492,0.153,0.237,2,1.0,3,,,0.212,1,2,4.54,0.655,0.0,1
4975,36,North,41,F,0,0,0,0,0.0,77.5,73.69,119.08,0.486,0.518,196,1227,0,0,6,2,0.465,0.113,0.213,0.208,3,1.0,3,4.92,,,2,2,3.5,0.59,0.0,1
4976,21,North,31,M,0,201,0,2,74.32,34.27,25.33,94.57,0.437,0.502,144,930,1,0,9,2,0.438,0.26,0.247,0.055,3,1.0,0,7.27,,,0,3,2.03,0.929,0.0,1
4977,31,East,15,M,1,139,1,5,641.74,134.66,145.52,169.85,0.314,0.316,56,451,2,2,9,1,0.038,0.197,0.457,0.309,0,0.0,0,10.0,0.652,0.162,5,6,1.61,0.966,148.94,1
4978,49,North,22,M,1,0,0,0,0.0,57.49,64.53,118.74,0.226,0.253,147,673,0,0,4,1,0.242,0.26,0.242,0.256,1,1.0,2,6.9,0.312,0.0,2,3,2.93,0.781,0.0,1
4979,29,West,39,M,1,53,1,2,121.0,57.45,55.19,120.03,0.363,0.391,38,1166,2,1,6,1,0.364,0.149,0.241,0.246,1,0.5,1,,0.666,0.328,1,0,3.97,0.727,55.61,0
4980,41,South,6,F,0,0,0,0,0.0,12.74,7.43,62.21,0.345,0.389,179,181,0,0,5,2,0.373,0.359,0.189,0.079,2,1.0,1,6.35,,,3,1,3.85,0.777,0.0,1
4981,24,South,19,M,1,0,0,0,0.0,40.84,59.13,98.22,0.6,0.658,232,579,0,0,6,1,0.189,0.42,0.23,0.161,0,0.0,1,7.04,0.013,0.0,0,0,2.49,0.869,0.0,1
4982,38,North,20,F,0,74,2,4,369.11,88.53,81.29,120.21,0.38,0.43,79,597,4,1,8,1,0.365,0.274,0.041,0.32,0,0.0,1,7.58,,,2,1,2.64,0.808,88.06,1
4983,33,West,14,F,1,0,0,0,0.0,68.32,70.14,85.49,0.261,0.312,97,409,1,0,4,1,0.282,0.303,0.228,0.187,5,,3,1.68,0.4,0.048,3,1,4.19,0.356,0.0,1
4984,25,East,34,F,1,60,1,0,0.0,58.82,53.46,87.44,0.6,0.704,136,1034,0,0,6,1,0.26,0.365,0.199,0.177,0,0.0,2,5.54,0.653,0.199,3,1,5.24,0.683,35.24,0
4985,49,South,29,F,1,406,2,3,245.83,77.96,74.67,101.3,0.334,0.456,111,856,3,2,6,1,0.478,0.181,0.244,0.097,2,0.667,2,5.1,,0.271,4,3,3.76,0.596,29.32,1
4986,50,East,15,M,1,234,2,3,269.47,,85.46,155.67,0.326,0.399,82,464,3,3,10,2,0.147,0.242,0.186,0.425,0,0.0,1,7.9,0.411,0.144,0,1,3.2,0.777,130.17,0
4987,28,South,31,M,1,105,0,2,157.61,81.86,64.54,139.11,0.383,0.447,31,938,5,1,3,3,0.505,0.113,0.103,0.278,3,1.0,2,,0.764,0.422,7,4,3.25,0.844,13.21,1
4988,37,South,22,M,1,0,1,0,0.0,74.23,77.35,74.84,0.308,0.281,120,663,0,0,2,2,0.347,0.111,0.243,0.298,2,1.0,1,6.4,0.566,0.027,0,0,3.16,0.838,0.0,1
4989,40,South,13,M,1,363,1,3,145.54,52.84,58.09,96.42,0.326,0.256,88,400,2,0,4,1,0.349,0.331,0.261,0.059,1,0.333,1,,0.568,0.279,1,0,2.42,0.824,37.91,0
4990,18,South,15,F,1,629,1,11,1013.96,89.71,84.39,93.99,0.299,0.332,25,463,6,3,7,1,0.353,0.21,0.255,0.182,1,0.091,1,6.77,0.594,0.158,3,1,3.22,0.675,180.27,0
4991,23,South,29,F,1,0,0,1,5.41,5.0,25.85,23.32,0.552,0.679,173,877,0,0,4,2,0.439,0.201,0.154,0.207,0,0.0,1,8.74,,0.151,0,0,1.11,0.96,0.0,0
4992,55,North,35,M,1,182,1,2,149.22,72.21,74.48,128.85,0.264,0.301,90,1058,4,2,2,1,0.338,0.276,0.19,0.196,0,0.0,0,9.74,0.583,0.194,1,4,3.3,1.0,133.59,1
4993,27,North,18,M,0,37,0,1,58.98,58.05,59.39,63.56,0.389,0.474,146,545,1,1,8,1,0.414,0.11,0.348,0.128,3,1.0,2,3.86,,,0,2,4.23,0.605,0.0,1
4994,55,North,31,M,0,115,1,0,0.0,,71.5,81.12,0.2,0.24,94,916,1,0,5,1,0.305,0.287,0.221,0.187,2,1.0,2,7.19,,,0,3,3.21,0.782,0.0,1
4995,23,North,43,F,1,195,0,5,250.79,49.74,45.0,69.26,0.515,0.572,176,1289,0,0,8,1,0.192,0.323,0.428,0.056,3,0.6,2,5.51,0.281,0.0,3,0,4.15,0.648,0.0,1
4996,47,West,9,M,1,155,1,1,58.16,60.01,52.19,68.31,0.407,0.425,104,267,3,2,2,4,0.386,0.197,0.259,0.158,0,,2,7.59,0.511,0.205,2,0,3.11,0.766,50.52,0
4997,36,East,28,M,1,86,2,6,623.25,99.79,93.7,111.39,0.174,0.262,85,848,1,0,8,1,0.317,0.122,0.503,0.058,0,0.0,0,9.86,0.533,0.151,1,5,1.89,1.0,103.7,0
4998,37,West,34,F,1,732,2,16,1984.92,123.53,119.17,162.41,0.388,0.439,51,1019,6,2,13,2,0.409,0.145,0.408,0.038,0,0.0,0,10.0,0.638,0.243,5,0,1.28,1.0,297.1,0
4999,62,South,23,M,1,71,1,1,87.98,80.39,84.87,86.69,0.197,0.207,68,686,3,3,0,1,0.362,0.188,0.215,0.235,1,1.0,1,,0.49,0.221,5,3,2.23,0.883,37.03,0
5000,24,South,39,F,1,47,0,0,0.0,18.95,15.93,53.97,0.379,0.35,159,1166,0,0,1,2,0.341,0.305,0.108,0.245,1,1.0,1,5.41,0.512,0.094,0,2,2.37,0.882,0.0,1
5001,47,East,50,F,1,0,0,0,0.0,50.89,55.84,91.07,0.373,0.461,208,1512,0,0,2,1,0.324,0.387,0.137,0.152,3,1.0,2,4.5,0.235,0.0,1,1,5.05,0.686,0.0,1
5002,46,East,28,M,1,140,1,0,0.0,60.58,50.49,115.62,0.34,0.408,111,844,2,2,7,1,0.162,0.282,0.306,0.25,1,1.0,1,6.02,0.447,0.145,0,1,2.72,0.89,0.0,0
5003,80,South,21,M,1,361,1,4,73.23,18.94,13.78,77.52,0.517,0.577,112,636,2,1,5,2,0.313,0.231,0.368,0.088,1,0.25,0,8.9,0.521,0.236,4,0,2.71,0.928,,1
5004,27,East,36,M,1,138,1,0,0.0,39.83,34.13,52.31,0.404,0.41,99,1072,2,2,7,1,0.128,0.391,0.059,0.422,3,1.0,3,4.74,0.566,0.293,1,4,3.37,0.717,0.0,0
5005,32,East,34,M,1,304,2,2,185.6,96.5,65.96,110.02,0.275,0.363,93,1023,4,1,7,1,0.278,0.446,0.143,0.133,1,,2,6.26,,0.268,5,3,2.56,0.71,55.09,0
5006,49,East,1,F,1,110,0,1,19.52,18.93,15.26,31.34,0.318,0.332,210,30,0,0,0,1,0.495,0.097,0.24,0.168,3,1.0,3,,0.22,0.212,1,6,4.92,0.552,0.0,1
5007,37,East,24,F,1,0,1,0,0.0,81.12,72.82,136.94,0.273,0.369,120,719,3,1,7,1,0.211,0.369,0.146,0.274,2,1.0,1,,0.525,0.051,0,1,3.42,0.88,3.64,0
5008,34,West,19,F,1,0,0,1,68.16,66.52,70.18,113.43,0.484,0.487,166,578,1,1,3,1,0.446,0.248,0.213,0.093,0,0.0,0,7.32,0.242,0.048,1,1,1.71,0.794,38.98,0
5009,51,West,29,M,1,0,0,1,51.3,51.73,57.6,84.67,0.591,0.579,163,863,0,0,7,1,0.049,0.32,0.308,0.323,3,1.0,2,5.09,0.375,0.129,1,0,3.15,0.748,0.0,0
5010,36,South,22,M,1,76,0,1,44.02,42.36,31.16,58.52,0.274,0.323,152,650,1,1,0,1,0.328,0.237,0.274,0.16,1,1.0,0,7.93,0.41,0.081,0,2,2.88,0.864,0.0,0
5011,29,North,23,M,1,356,2,5,481.53,91.19,89.23,134.3,0.442,0.525,96,689,4,1,5,1,0.095,0.342,0.414,0.149,3,0.6,2,5.27,0.492,0.151,2,0,4.16,0.694,,0
5012,48,North,14,M,1,283,1,5,309.23,59.51,49.28,126.89,0.6,0.689,112,409,2,2,3,1,0.552,0.303,0.035,0.11,3,0.6,0,,0.427,0.143,0,0,5.43,0.672,35.01,0
5013,44,North,33,M,0,53,0,0,0.0,60.62,63.22,126.69,0.231,0.29,157,984,1,0,4,3,0.418,0.252,0.117,0.213,2,1.0,3,4.69,,,1,1,2.95,0.704,2.18,0
5014,36,North,44,M,0,0,0,0,0.0,58.92,53.43,69.46,0.348,0.455,121,1316,1,0,7,1,0.238,0.298,0.385,0.078,1,1.0,2,4.57,,,3,2,4.24,0.708,0.0,1
5015,35,South,14,M,1,301,2,2,146.68,79.67,75.4,141.09,0.426,0.489,69,415,3,2,2,1,0.243,0.389,0.286,0.081,2,1.0,1,5.25,0.717,0.277,2,1,3.11,0.762,49.74,1
5016,29,North,7,M,1,12,0,1,78.47,72.57,70.84,82.84,0.393,0.447,151,217,0,0,7,1,0.391,0.244,0.31,0.056,0,0.0,0,8.32,0.403,0.045,2,0,1.83,0.835,17.25,1
5017,48,East,24,F,0,0,0,0,0.0,13.08,15.37,45.03,0.5,0.433,147,727,0,0,4,1,0.17,0.305,0.412,0.114,1,1.0,3,3.95,,,0,1,3.22,0.615,0.0,1
5018,35,North,24,F,1,0,0,2,188.14,92.89,93.33,122.49,0.39,0.388,150,710,1,0,11,1,0.351,0.407,0.138,0.104,1,0.5,0,,0.228,0.0,2,0,3.49,0.872,80.02,1
5019,30,South,38,F,1,203,0,5,411.1,75.54,78.68,120.86,0.422,0.525,147,1142,0,0,7,3,0.478,0.156,0.074,0.293,2,0.4,0,8.56,0.313,0.0,4,0,3.37,0.786,64.91,1
5020,24,North,9,M,1,220,2,3,255.38,83.13,88.88,103.08,0.311,0.314,80,277,5,2,3,1,0.315,0.329,0.194,0.161,4,1.0,2,,0.62,0.353,6,3,2.94,0.773,6.13,0
5021,44,West,18,M,1,0,1,0,0.0,80.17,79.11,122.23,0.239,0.275,74,526,4,2,7,2,0.34,0.271,0.247,0.141,2,1.0,0,8.45,0.497,0.122,1,7,1.96,0.766,4.44,0
5022,33,East,1,F,1,0,0,1,66.46,66.47,58.18,84.85,0.526,0.556,217,30,0,0,2,1,0.189,0.2,0.278,0.333,4,1.0,0,,0.251,0.0,3,0,2.82,0.749,0.0,1
5023,18,South,40,M,0,145,1,0,0.0,47.44,34.63,90.88,0.477,0.475,74,1215,2,1,2,1,0.081,0.459,0.068,0.392,1,1.0,3,6.45,,,0,2,2.26,0.763,0.0,0
5024,25,West,27,M,1,14,0,2,87.95,44.76,38.66,58.42,0.431,0.45,131,810,0,0,4,1,0.044,0.063,0.524,0.369,0,0.0,0,8.21,0.601,0.247,5,2,3.06,0.794,22.2,0
5025,37,North,18,F,1,200,2,5,519.69,97.18,98.97,129.22,0.312,0.36,70,553,4,2,6,1,0.091,0.408,0.233,0.268,2,0.4,2,5.71,0.491,0.115,7,0,3.97,0.663,108.34,0
5026,37,West,8,M,1,257,1,2,141.36,66.75,55.69,106.83,0.321,0.312,90,244,2,1,6,1,0.36,0.366,0.198,0.077,1,0.5,1,8.04,0.775,0.339,3,2,2.78,0.916,0.0,1
5027,37,East,9,M,1,6,0,0,0.0,22.63,31.22,57.62,0.279,0.311,144,277,1,1,2,2,0.318,0.281,0.239,0.162,0,0.0,1,7.84,0.402,0.152,3,1,3.33,0.756,19.22,1
5028,35,South,29,F,1,0,0,0,0.0,57.88,49.47,114.77,0.454,0.469,204,869,0,0,3,1,0.387,0.174,0.207,0.232,2,1.0,2,,,0.0,0,0,3.26,0.804,,1
5029,22,North,11,F,0,103,1,3,237.69,79.28,78.38,84.46,0.322,0.377,81,321,4,1,4,1,0.374,0.384,0.057,0.185,2,0.667,0,7.43,,,0,0,5.4,0.795,77.6,0
5030,29,North,25,F,0,5,1,0,0.0,69.83,81.64,113.32,0.419,0.514,112,757,2,1,6,1,0.368,0.205,0.292,0.134,0,0.0,1,7.17,,,1,2,3.13,0.865,55.34,1
5031,54,West,49,M,1,37,0,0,0.0,51.28,49.82,74.68,0.485,0.604,166,1455,0,0,2,2,0.484,0.199,0.149,0.168,1,1.0,1,6.03,0.212,0.057,2,0,3.86,0.812,0.0,1
5032,52,East,20,F,0,207,2,1,70.76,78.29,69.56,130.11,0.229,0.283,66,595,3,3,0,1,0.536,0.275,0.026,0.163,0,0.0,0,7.76,,,4,0,1.64,0.839,88.14,0
5033,46,North,12,M,1,0,0,0,0.0,44.26,24.18,84.87,0.23,0.23,197,374,0,0,1,1,0.281,0.248,0.327,0.144,1,1.0,1,5.93,0.05,0.0,3,5,2.1,0.794,0.0,1
5034,45,South,29,M,1,318,1,4,314.59,71.84,75.09,133.59,0.488,0.609,74,858,2,1,5,1,0.248,0.298,0.248,0.206,4,1.0,3,3.04,,0.184,4,0,2.91,0.526,9.63,0
5035,50,North,9,F,1,12,1,5,327.18,64.11,66.59,99.46,0.332,0.401,136,279,1,1,8,2,0.195,0.351,0.45,0.004,0,0.0,2,6.84,0.154,0.094,2,0,3.06,0.85,40.95,0
5036,26,North,45,M,1,355,2,8,625.82,83.7,88.3,148.38,0.39,0.412,131,1339,2,1,11,2,0.225,0.355,0.256,0.164,1,0.125,0,8.43,0.306,0.0,0,0,3.51,0.813,125.22,0
5037,40,West,41,O,0,428,2,9,658.01,72.99,73.9,116.12,0.241,0.274,96,1225,2,2,5,1,0.423,0.13,0.253,0.193,3,0.333,1,,,,0,4,3.85,0.875,116.17,0
5038,26,South,22,F,1,35,0,0,0.0,66.68,62.39,80.82,0.358,0.375,142,661,2,0,0,1,0.128,0.238,0.283,0.351,2,1.0,1,,0.537,0.169,4,0,3.86,0.624,3.83,1
5039,26,South,13,M,1,415,1,4,472.28,115.67,109.38,139.4,0.516,0.602,66,397,3,1,6,3,0.413,0.157,0.23,0.201,3,0.75,0,4.68,0.544,0.136,0,0,3.6,0.59,81.8,1
5040,44,West,19,M,1,0,1,0,0.0,54.92,55.26,83.19,0.206,0.305,118,567,0,0,2,2,0.346,0.151,0.241,0.263,1,1.0,2,,0.375,0.032,0,0,2.75,0.781,0.0,1
5041,51,South,20,F,0,0,0,0,0.0,63.06,70.98,105.35,0.464,0.531,133,614,1,1,3,1,0.327,0.184,0.132,0.357,1,1.0,1,,,,3,2,3.54,0.655,1.07,0
5042,37,South,29,F,1,0,0,0,0.0,32.61,8.93,90.6,0.465,0.57,164,858,0,0,9,1,0.092,0.447,0.18,0.281,1,1.0,1,6.21,0.285,0.0,0,0,2.27,0.78,0.0,1
5043,59,North,36,M,1,87,0,2,133.97,67.82,75.33,120.04,0.397,0.444,129,1094,0,0,2,1,0.387,0.125,0.338,0.149,2,1.0,1,5.23,0.494,0.114,3,0,3.63,0.753,0.0,1
5044,42,East,12,M,1,0,0,0,0.0,75.81,73.48,129.1,0.6,0.768,81,347,2,1,4,2,0.275,0.147,0.351,0.227,1,1.0,1,,0.617,0.318,0,1,4.49,0.782,0.0,1
5045,30,East,36,F,0,15,1,0,0.0,85.86,84.53,110.94,0.6,0.644,90,1084,2,1,6,1,0.167,0.403,0.109,0.321,2,1.0,1,5.17,,,1,0,3.54,0.767,27.54,0
5046,26,North,31,F,1,313,1,3,228.16,70.34,75.9,127.99,0.237,0.19,26,942,5,3,4,1,0.492,0.256,0.099,0.153,3,1.0,3,4.91,0.546,0.354,0,3,4.74,0.689,53.02,0
5047,52,East,18,M,1,157,0,0,0.0,37.65,36.29,79.73,0.424,0.52,110,537,0,0,8,2,0.296,0.201,0.275,0.229,1,1.0,1,6.27,0.595,0.335,5,2,3.27,0.776,0.0,0
5048,41,West,11,F,0,29,0,0,0.0,46.15,47.96,102.04,0.301,0.331,147,329,0,0,9,2,0.356,0.285,0.306,0.054,3,1.0,3,4.09,,,0,1,2.8,0.665,0.0,1
5049,48,East,25,M,1,0,1,0,0.0,80.52,67.45,90.97,0.295,0.399,103,762,2,0,4,2,0.13,0.404,0.232,0.234,0,0.0,0,8.42,0.442,0.038,0,3,4.21,0.901,85.06,1
5050,18,West,11,M,1,194,1,0,0.0,83.81,81.59,132.86,0.29,0.355,56,339,5,3,9,2,0.369,0.201,0.269,0.161,2,1.0,1,7.73,0.805,0.367,7,4,3.32,0.812,27.81,0
5051,42,North,36,F,1,553,2,6,404.22,68.22,72.27,96.01,0.378,0.394,51,1089,5,3,8,1,0.072,0.253,0.456,0.219,4,0.667,2,5.97,0.701,0.26,4,3,2.24,0.704,69.15,0
5052,33,North,11,F,1,0,0,0,0.0,57.56,54.43,72.26,0.225,0.27,183,315,0,0,1,1,0.288,0.19,0.281,0.241,4,1.0,3,3.4,0.193,0.0,0,1,3.73,0.695,0.0,1
5053,23,East,31,M,0,167,1,1,51.29,50.38,47.73,103.31,0.417,0.394,112,917,2,1,8,2,0.358,0.364,0.227,0.05,0,0.0,0,10.0,,,3,2,1.69,1.0,77.06,0
5054,39,North,23,M,1,113,0,0,0.0,39.75,41.06,71.17,0.299,0.311,130,691,2,1,1,1,0.025,0.347,0.128,0.5,3,1.0,1,4.54,0.32,0.002,3,0,2.59,0.716,0.0,0
5055,53,North,17,M,0,0,1,0,0.0,31.6,35.05,82.21,0.6,0.666,107,518,2,1,1,2,0.233,0.381,0.309,0.077,0,0.0,0,9.71,,,1,0,2.33,0.863,11.56,0
5056,67,North,23,F,1,0,0,0,0.0,58.3,70.47,78.73,0.357,0.445,165,683,0,0,7,1,0.225,0.291,0.297,0.187,0,0.0,0,9.78,0.249,0.027,1,6,1.15,0.942,8.73,1
5057,42,East,37,M,1,0,0,3,230.29,70.49,74.01,151.12,0.351,0.44,117,1109,1,0,4,1,0.338,0.11,0.198,0.354,1,0.333,0,9.41,0.289,0.018,0,5,2.15,0.872,80.87,1
5058,31,North,10,F,1,0,0,2,181.85,96.67,107.48,134.29,0.587,0.606,145,291,0,0,11,3,0.182,0.507,0.191,0.121,3,,2,5.11,0.39,0.071,1,0,3.68,0.785,0.0,0
5059,30,South,19,M,1,0,1,1,64.34,68.69,67.92,99.31,0.6,0.703,167,572,0,0,0,1,0.383,0.42,0.195,0.002,0,0.0,0,8.5,0.27,0.049,0,0,3.62,0.763,46.51,0
5060,51,North,15,F,1,53,1,0,0.0,,51.38,130.13,0.286,0.337,104,449,2,1,7,1,0.503,0.164,0.104,0.23,4,1.0,1,,0.386,0.241,4,2,4.23,0.657,0.0,1
5061,28,East,24,M,1,0,0,0,0.0,31.58,28.16,69.87,0.31,0.389,164,706,0,0,4,1,0.279,0.362,0.185,0.173,1,1.0,0,6.92,0.184,0.0,1,1,3.1,0.841,0.0,0
5062,47,South,16,F,1,35,1,2,144.83,75.52,69.04,178.84,0.227,0.33,140,474,1,1,0,1,0.159,0.151,0.258,0.431,0,0.0,1,7.55,0.345,0.051,2,1,3.79,0.88,50.84,1
5063,43,North,3,F,1,0,0,0,0.0,27.21,26.7,90.51,0.292,0.354,207,83,0,0,8,4,0.4,0.255,0.286,0.059,2,1.0,3,5.29,0.311,0.0,2,0,4.54,0.697,0.0,1
5064,42,East,11,F,1,191,0,1,35.86,33.57,31.0,64.1,0.6,0.604,96,340,1,1,2,1,0.35,0.252,0.236,0.162,3,1.0,4,4.5,0.723,0.28,0,1,3.41,0.62,0.0,1
5065,21,East,44,F,1,261,1,3,232.32,74.37,76.48,115.86,0.595,0.704,81,1310,3,1,0,1,0.392,0.242,0.247,0.118,4,1.0,2,,0.837,0.201,2,4,4.95,0.579,29.3,0
5066,35,South,27,F,1,19,1,0,0.0,53.64,48.28,94.96,0.457,0.529,112,809,1,0,10,2,0.269,0.325,0.327,0.079,0,0.0,0,9.29,0.317,0.118,0,1,1.21,0.883,59.43,0
5067,22,North,27,F,1,0,1,0,0.0,71.52,73.25,90.42,0.6,0.671,131,796,0,0,7,1,0.13,0.357,0.246,0.268,2,1.0,0,5.77,0.26,0.116,0,0,4.33,0.692,0.0,1
5068,32,East,21,F,1,454,1,6,550.5,90.49,93.45,156.16,0.484,0.474,53,618,6,2,7,1,0.247,0.177,0.415,0.161,2,0.333,2,7.27,0.522,0.177,2,0,3.86,0.71,93.43,0
5069,51,West,23,F,1,194,2,2,165.92,79.61,79.9,111.02,0.256,0.366,82,701,2,0,9,2,0.322,0.07,0.565,0.043,1,0.5,2,7.27,0.671,0.301,3,4,4.03,0.631,38.75,0
5070,54,North,19,M,1,87,2,2,94.76,45.84,34.13,80.89,0.503,0.574,74,565,2,1,6,1,0.284,0.368,0.154,0.194,2,1.0,3,,0.684,0.216,2,2,3.86,0.569,0.0,1
5071,42,North,30,M,0,0,0,0,0.0,39.66,46.81,84.03,0.435,0.418,153,910,0,0,5,1,0.451,0.202,0.287,0.06,1,1.0,1,6.33,,,0,0,3.29,0.954,0.0,1
5072,33,South,25,F,1,0,0,0,0.0,40.98,45.93,62.66,0.579,0.618,233,756,0,0,9,1,0.226,0.325,0.248,0.201,1,1.0,1,5.12,0.204,0.056,1,1,2.34,0.726,,1
5073,59,East,10,M,1,0,0,1,66.17,70.42,68.89,114.64,0.6,0.646,154,298,1,1,6,3,0.517,0.279,0.101,0.103,1,1.0,0,7.08,0.417,0.0,0,0,3.4,0.86,0.0,1
5074,32,East,27,F,1,179,0,4,183.11,42.2,27.71,72.15,0.6,0.653,163,811,0,0,10,1,0.261,0.291,0.17,0.278,3,0.75,2,,0.537,0.242,5,0,3.96,0.714,,1
5075,26,North,1,F,1,121,0,2,79.13,39.12,41.53,69.59,0.342,0.382,143,30,0,0,4,1,0.315,0.276,0.322,0.087,2,1.0,2,5.34,0.282,0.087,0,2,3.35,0.647,0.0,0
5076,48,North,29,F,1,0,1,2,166.32,85.03,80.8,121.78,0.331,0.382,104,869,1,0,2,1,0.21,0.255,0.303,0.231,2,1.0,1,,0.478,0.139,2,8,3.1,0.804,2.45,0
5077,45,West,7,F,0,0,1,1,59.77,55.16,50.76,80.46,0.6,0.698,155,213,0,0,4,1,0.253,0.234,0.182,0.33,1,,0,6.66,,,0,0,4.57,0.857,0.55,1
5078,33,East,23,M,1,0,0,0,0.0,103.38,102.76,112.09,0.28,0.327,141,685,1,0,7,1,0.155,0.265,0.462,0.118,2,1.0,1,7.4,0.204,0.0,0,1,1.87,0.763,22.99,1
5079,41,West,10,M,1,0,1,3,185.76,61.87,73.51,105.34,0.591,0.613,147,290,1,1,11,1,0.119,0.39,0.396,0.094,3,1.0,1,6.0,0.261,0.0,0,0,3.76,0.658,0.0,1
5080,45,West,24,F,1,629,2,9,1094.08,117.19,118.36,122.98,0.307,0.364,45,721,5,0,9,1,0.283,0.321,0.174,0.222,3,0.333,0,,0.739,0.243,2,5,2.7,0.91,176.7,0
5081,42,South,31,M,0,338,0,1,43.82,45.47,44.58,50.54,0.6,0.705,127,928,1,0,11,2,0.417,0.337,0.223,0.023,1,1.0,0,7.91,,,5,2,2.71,0.901,10.19,0
5082,45,North,42,M,1,288,1,3,217.44,75.38,71.21,116.27,0.328,0.415,63,1261,3,0,4,2,0.004,0.31,0.33,0.356,1,0.333,1,6.21,0.838,0.256,4,4,3.76,0.713,111.11,0
5083,33,East,6,F,1,71,1,2,133.58,66.13,66.38,102.5,0.329,0.263,112,165,2,2,3,1,0.255,0.142,0.358,0.245,2,1.0,0,,0.587,0.136,0,0,4.77,0.627,0.0,1
5084,46,South,36,M,1,77,0,0,0.0,33.17,33.16,78.36,0.6,0.585,164,1071,0,0,5,2,0.286,0.048,0.306,0.36,0,0.0,1,7.91,0.393,0.162,0,0,1.51,0.995,21.81,0
5085,40,South,26,F,1,339,2,6,500.84,81.88,86.71,135.17,0.533,0.493,63,767,5,2,8,1,0.419,0.18,0.265,0.136,4,0.667,2,,0.627,0.325,1,0,5.13,0.675,83.52,0
